,time,kappa,x,y
0,1.0,0.966,-0.0,44.668503
1,3.0,0.926,0.00036704188,45.9222
2,5.0,0.904,0.000568915,46.658203
3,7.0,0.892,0.0006790272,47.074993
4,9.0,0.889,0.0007065555,47.180965
5,11.0,0.879,0.0007983158,47.539555
6,13.0,0.865,0.00092678046,48.0559
7,15.0,0.852,0.0010460691,48.55118
8,17.0,0.843,0.0011286535,48.903496
9,19.0,0.84,0.0011561818,49.022713
10,21.0,0.837,0.0011837096,49.142845
11,23.0,0.828,0.0012662939,49.508846
12,25.0,0.815,0.0013855826,50.052982
13,27.0,0.805,0.001477343,50.484673
14,29.0,0.799,0.0015323991,50.749443
15,31.0,0.794,0.0015782792,50.973507
16,33.0,0.787,0.0016425118,51.292595
17,35.0,0.776,0.0017434481,51.807278
18,37.0,0.768,0.0018168567,52.19228
19,39.0,0.76,0.0018902651,52.586758
20,41.0,0.757,0.0019177928,52.737217
21,43.0,0.752,0.0019636736,52.991154
22,45.0,0.745,0.0020279055,53.353527
23,47.0,0.742,0.0020554338,53.51136
24,49.0,0.736,0.0021104899,53.83172
25,51.0,0.729,0.0021747225,54.21366
26,53.0,0.722,0.0022389547,54.60482
27,55.0,0.717,0.0022848346,54.8901
28,57.0,0.712,0.0023307148,55.18046
29,59.0,0.709,0.002358243,55.357197
30,61.0,0.702,0.0024224753,55.777172
31,63.0,0.698,0.0024591794,56.022095
32,65.0,0.689,0.002541764,56.58694
33,67.0,0.684,0.0025876442,56.909355
34,69.0,0.678,0.0026427007,57.304783
35,71.0,0.668,0.002734461,57.985687
36,73.0,0.665,0.0027619887,58.19555
37,75.0,0.662,0.0027895172,58.40812
38,77.0,0.658,0.0028262213,58.695854
39,79.0,0.653,0.0028721015,59.062695
40,81.0,0.647,0.0029271578,59.513885
41,83.0,0.641,0.002982214,59.97766
42,85.0,0.633,0.0030556223,60.616817
43,87.0,0.635,0.0030372704,60.45472
44,89.0,0.632,0.0030647982,60.69846
45,91.0,0.624,0.0031382067,61.366383
46,93.0,0.621,0.003165735,61.62389
47,95.0,0.619,0.0031840866,61.79778
48,97.0,0.618,0.0031932632,61.885414
49,99.0,0.615,0.003220791,62.151077
50,101.0,0.608,0.0032850236,62.78781
51,103.0,0.605,0.0033125514,63.068253
52,105.0,0.603,0.0033309036,63.257847
53,107.0,0.598,0.003376784,63.741364
54,109.0,0.597,0.00338596,63.839752
55,111.0,0.594,0.0034134882,64.138405
56,113.0,0.593,0.0034226642,64.23914
57,115.0,0.592,0.00343184,64.340485
58,117.0,0.592,0.00343184,64.340485
59,119.0,0.586,0.0034868962,64.96161
60,121.0,0.584,0.0035052486,65.17382
61,123.0,0.578,0.0035603046,65.82686
62,125.0,0.579,0.0035511288,65.71626
63,127.0,0.576,0.003578657,66.050255
64,129.0,0.574,0.0035970088,66.27661
65,131.0,0.574,0.0035970088,66.27661
66,133.0,0.572,0.0036153607,66.50602
67,135.0,0.568,0.003652065,66.97434
68,137.0,0.567,0.0036612416,67.093475
69,139.0,0.564,0.0036887692,67.4559
70,141.0,0.562,0.0037071218,67.70189
71,143.0,0.561,0.0037162974,67.82621
72,145.0,0.557,0.0037530018,68.33279
73,147.0,0.555,0.0037713537,68.59182
74,149.0,0.553,0.003789706,68.854836
75,151.0,0.551,0.0038080576,69.12195
76,153.0,0.548,0.0038355861,69.53061
77,155.0,0.544,0.00387229,70.09108
78,157.0,0.543,0.003881466,70.23411
79,159.0,0.543,0.003881466,70.23411
80,161.0,0.539,0.0039181705,70.818436
81,163.0,0.543,0.003881466,70.23411
82,165.0,0.542,0.0038906422,70.37834
83,167.0,0.538,0.003927347,70.96768
84,169.0,0.536,0.0039456985,71.270096
85,171.0,0.534,0.0039640507,71.57793
86,173.0,0.531,0.0039915787,72.05023
87,175.0,0.526,0.004037459,72.86737
88,177.0,0.529,0.004009931,72.37247
89,179.0,0.53,0.004000755,72.2106
90,181.0,0.528,0.004019107,72.535866
91,183.0,0.525,0.0040466352,73.035545
92,185.0,0.522,0.004074163,73.55012
93,187.0,0.522,0.004074163,73.55012
94,189.0,0.519,0.0041016913,74.08049
95,191.0,0.518,0.004110867,74.260956
96,193.0,0.516,0.0041292193,74.627625
97,195.0,0.516,0.0041292193,74.627625
98,197.0,0.512,0.004165923,75.38512
99,199.0,0.509,0.0041934513,75.97577
100,201.0,0.51,0.004184276,75.77665
101,203.0,0.509,0.0041934513,75.97577
102,205.0,0.508,0.0042026276,76.17721
103,207.0,0.506,0.0042209798,76.587234
104,209.0,0.503,0.004248508,77.221016
105,211.0,0.504,0.0042393315,77.00717
106,213.0,0.506,0.0042209798,76.587234
107,215.0,0.508,0.0042026276,76.17721
108,217.0,0.507,0.0042118034,76.38101
109,219.0,0.5,0.004276036,77.87876
110,221.0,0.499,0.004285212,78.10365
111,223.0,0.502,0.004257684,77.437515
112,225.0,0.501,0.00426686,77.65674
113,227.0,0.5,0.004276036,77.87876
114,229.0,0.498,0.0042943885,78.3315
115,231.0,0.493,0.004340268,79.51761
116,233.0,0.494,0.0043310924,79.27385
117,235.0,0.495,0.004321916,79.03343
118,237.0,0.493,0.004340268,79.51761
119,239.0,0.491,0.0043586204,80.01561
120,241.0,0.489,0.0043769726,80.52823
121,243.0,0.488,0.0043861484,80.79028
122,245.0,0.486,0.0044045006,81.326515
123,247.0,0.484,0.0044228523,81.879684
124,249.0,0.484,0.0044228523,81.879684
125,251.0,0.485,0.0044136764,81.600914
126,253.0,0.488,0.0043861484,80.79028
127,255.0,0.489,0.0043769726,80.52823
128,257.0,0.482,0.004441205,82.45095
129,259.0,0.475,0.0045054373,84.61118
130,261.0,0.478,0.0044779093,83.6526
131,263.0,0.477,0.0044870847,83.966324
132,265.0,0.473,0.0045237895,85.28063
133,267.0,0.476,0.004496261,84.28579
134,269.0,0.479,0.004468733,83.34437
135,271.0,0.477,0.0044870847,83.966324
136,273.0,0.475,0.0045054373,84.61118
137,275.0,0.476,0.004496261,84.28579
138,277.0,0.475,0.0045054373,84.61118
139,279.0,0.475,0.0045054373,84.61118
140,281.0,0.475,0.0045054373,84.61118
141,283.0,0.475,0.0045054373,84.61118
142,285.0,0.475,0.0045054373,84.61118
143,287.0,0.476,0.004496261,84.28579
144,289.0,0.475,0.0045054373,84.61118
145,291.0,0.473,0.0045237895,85.28063
146,293.0,0.473,0.0045237895,85.28063
147,295.0,0.473,0.0045237895,85.28063
148,297.0,0.472,0.004532965,85.625145
149,299.0,0.471,0.0045421417,85.97661
150,301.0,0.47,0.004551317,86.335205
151,303.0,0.472,0.004532965,85.625145
152,305.0,0.467,0.004578845,87.45713
153,307.0,0.463,0.0046155495,89.07382
154,309.0,0.465,0.0045971978,88.24694
155,311.0,0.466,0.0045880214,87.8476
156,313.0,0.471,0.0045421417,85.97661
157,315.0,0.466,0.0045880214,87.8476
158,317.0,0.466,0.0045880214,87.8476
159,319.0,0.462,0.004624726,89.50231
160,321.0,0.464,0.0046063736,88.655525
161,323.0,0.461,0.0046339016,89.94146
162,325.0,0.459,0.004652254,90.85402
163,327.0,0.461,0.0046339016,89.94146
164,329.0,0.462,0.004624726,89.50231
165,331.0,0.46,0.004643078,90.391846
166,333.0,0.462,0.004624726,89.50231
167,335.0,0.459,0.004652254,90.85402
168,337.0,0.458,0.0046614297,91.32863
169,339.0,0.459,0.004652254,90.85402
170,341.0,0.456,0.0046797814,92.317955
171,343.0,0.456,0.0046797814,92.317955
172,345.0,0.451,0.0047256616,95.06486
173,347.0,0.455,0.004688958,92.834274
174,349.0,0.457,0.0046706065,91.816414
175,351.0,0.454,0.004698134,93.36608
176,353.0,0.453,0.00470731,93.91439
177,355.0,0.455,0.004688958,92.834274
178,357.0,0.456,0.0046797814,92.317955
179,359.0,0.456,0.0046797814,92.317955
180,361.0,0.455,0.004688958,92.834274
181,363.0,0.458,0.0046614297,91.32863
182,365.0,0.456,0.0046797814,92.317955
183,367.0,0.452,0.004716486,94.48029
184,369.0,0.45,0.0047348384,95.6695
185,371.0,0.453,0.00470731,93.91439
186,373.0,0.453,0.00470731,93.91439
187,375.0,0.452,0.004716486,94.48029
188,377.0,0.451,0.0047256616,95.06486
189,379.0,0.451,0.0047256616,95.06486
190,381.0,0.45,0.0047348384,95.6695
191,383.0,0.451,0.0047256616,95.06486
192,385.0,0.454,0.004698134,93.36608
193,387.0,0.459,0.004652254,90.85402
194,389.0,0.456,0.0046797814,92.317955
195,391.0,0.454,0.004698134,93.36608
196,393.0,0.454,0.004698134,93.36608
197,395.0,0.449,0.0047440142,96.29547
198,397.0,0.446,0.004771542,98.31831
199,399.0,0.45,0.0047348384,95.6695
200,401.0,0.446,0.004771542,98.31831
201,403.0,0.445,0.0047807186,99.0475
202,405.0,0.447,0.0047623664,97.61807
203,407.0,0.444,0.0047898944,99.80791
204,409.0,0.451,0.0047256616,95.06486
205,411.0,0.446,0.004771542,98.31831
206,413.0,0.447,0.0047623664,97.61807
207,415.0,0.444,0.0047898944,99.80791
208,417.0,0.443,0.0047990703,100.6024
209,419.0,0.446,0.004771542,98.31831
210,421.0,0.446,0.004771542,98.31831
211,423.0,0.449,0.0047440142,96.29547
212,425.0,0.448,0.00475319,96.94441
213,427.0,0.451,0.0047256616,95.06486
214,429.0,0.448,0.00475319,96.94441
215,431.0,0.447,0.0047623664,97.61807
216,433.0,0.447,0.0047623664,97.61807
217,435.0,0.442,0.0048082466,101.43422
218,437.0,0.443,0.0047990703,100.6024
219,439.0,0.443,0.0047990703,100.6024
220,441.0,0.444,0.0047898944,99.80791
221,443.0,0.442,0.0048082466,101.43422
222,445.0,0.442,0.0048082466,101.43422
223,447.0,0.443,0.0047990703,100.6024
224,449.0,0.446,0.004771542,98.31831
225,451.0,0.441,0.004817422,102.30688
226,453.0,0.442,0.0048082466,101.43422
227,455.0,0.444,0.0047898944,99.80791
228,457.0,0.441,0.004817422,102.30688
229,459.0,0.442,0.0048082466,101.43422
230,461.0,0.441,0.004817422,102.30688
231,463.0,0.442,0.0048082466,101.43422
232,465.0,0.441,0.004817422,102.30688
233,467.0,0.442,0.0048082466,101.43422
234,469.0,0.442,0.0048082466,101.43422
235,471.0,0.442,0.0048082466,101.43422
236,473.0,0.433,0.0048908303,111.466995
237,475.0,0.433,0.0048908303,111.466995
238,477.0,0.432,0.004900007,113.03201
239,479.0,0.434,0.0048816553,110.02889
240,481.0,0.435,0.0048724785,108.69817
241,483.0,0.437,0.004854127,106.30306
242,485.0,0.432,0.004900007,113.03201
243,487.0,0.434,0.0048816553,110.02889
244,489.0,0.435,0.0048724785,108.69817
245,491.0,0.435,0.0048724785,108.69817
246,493.0,0.435,0.0048724785,108.69817
247,495.0,0.438,0.0048449505,105.21658
248,497.0,0.436,0.004863303,107.460365
249,499.0,0.438,0.0048449505,105.21658
250,501.0,0.439,0.0048357747,104.192795
251,503.0,0.437,0.004854127,106.30306
252,505.0,0.438,0.0048449505,105.21658
253,507.0,0.439,0.0048357747,104.192795
254,509.0,0.437,0.004854127,106.30306
255,511.0,0.436,0.004863303,107.460365
256,513.0,0.442,0.0048082466,101.43422
257,515.0,0.44,0.0048265983,103.2248
258,517.0,0.439,0.0048357747,104.192795
259,519.0,0.439,0.0048357747,104.192795
260,521.0,0.434,0.0048816553,110.02889
261,523.0,0.439,0.0048357747,104.192795
262,525.0,0.438,0.0048449505,105.21658
263,527.0,0.437,0.004854127,106.30306
264,529.0,0.434,0.0048816553,110.02889
265,531.0,0.432,0.004900007,113.03201
266,533.0,0.437,0.004854127,106.30306
267,535.0,0.432,0.004900007,113.03201
268,537.0,0.437,0.004854127,106.30306
269,539.0,0.437,0.004854127,106.30306
270,541.0,0.433,0.0048908303,111.466995
271,543.0,0.432,0.004900007,113.03201
272,545.0,0.436,0.004863303,107.460365
273,547.0,0.433,0.0048908303,111.466995
274,549.0,0.436,0.004863303,107.460365
275,551.0,0.436,0.004863303,107.460365
276,553.0,0.438,0.0048449505,105.21658
277,555.0,0.431,0.004909183,114.74788
278,557.0,0.429,0.0049275355,118.77332
279,559.0,0.429,0.0049275355,118.77332
280,561.0,0.435,0.0048724785,108.69817
281,563.0,0.43,0.0049183588,116.64697
282,565.0,0.433,0.0048908303,111.466995
283,567.0,0.434,0.0048816553,110.02889
284,569.0,0.431,0.004909183,114.74788
285,571.0,0.43,0.0049183588,116.64697
286,573.0,0.431,0.004909183,114.74788
287,575.0,0.431,0.004909183,114.74788
288,577.0,0.43,0.0049183588,116.64697
289,579.0,0.43,0.0049183588,116.64697
290,581.0,0.43,0.0049183588,116.64697
291,583.0,0.43,0.0049183588,116.64697
292,585.0,0.432,0.004900007,113.03201
293,587.0,0.43,0.0049183588,116.64697
294,589.0,0.427,0.0049458873,123.98224
295,591.0,0.426,0.004955063,127.29737
296,593.0,0.425,0.004964239,131.37303
297,595.0,0.423,0.004982591,144.22223
298,597.0,0.425,0.004964239,131.37303
299,599.0,0.428,0.004936711,121.187965
300,601.0,0.426,0.004955063,127.29737
301,603.0,0.427,0.0049458873,123.98224
302,605.0,0.429,0.0049275355,118.77332
303,607.0,0.427,0.0049458873,123.98224
304,609.0,0.423,0.004982591,144.22223
305,611.0,0.426,0.004955063,127.29737
306,613.0,0.424,0.0049734153,136.66518
307,615.0,0.423,0.004982591,144.22223
308,617.0,0.426,0.004955063,127.29737
309,619.0,0.423,0.004982591,144.22223
310,621.0,0.424,0.0049734153,136.66518
311,623.0,0.422,0.0049917675,157.59239
312,625.0,0.424,0.0049734153,136.66518
313,627.0,0.423,0.004982591,144.22223
314,629.0,0.421,0.0050009433,
315,631.0,0.423,0.004982591,144.22223
316,633.0,0.421,0.0050009433,
317,635.0,0.422,0.0049917675,157.59239
318,637.0,0.42,0.0050101196,
319,639.0,0.424,0.0049734153,136.66518
320,641.0,0.428,0.004936711,121.187965
321,643.0,0.43,0.0049183588,116.64697
