,x,y,x_std,y_std
0,1.0,44.66850280761719,0.0,0.0
1,3.0,44.70870590209961,0.0,0.0
2,5.0,44.99314498901367,0.0,0.0
3,7.0,45.241268157958984,0.0,0.0
4,9.0,45.49349594116211,0.0,0.0
5,11.0,45.96702194213867,0.0,0.0
6,13.0,46.32083511352539,0.0,0.0
7,15.0,46.546180725097656,0.0,0.0
8,17.0,46.82101821899414,0.0,0.0
9,19.0,46.96029281616211,0.0,0.0
10,21.0,47.006996154785156,0.0,0.0
11,23.0,47.24266052246094,0.0,0.0
12,25.0,47.5787353515625,0.0,0.0
13,27.0,47.5787353515625,0.0,0.0
14,29.0,47.922237396240234,0.0,0.0
15,31.0,48.27349090576172,0.0,0.0
16,33.0,48.47781753540039,0.0,0.0
17,35.0,48.73703384399414,0.0,0.0
18,37.0,48.94753646850586,0.0,0.0
19,39.0,49.1072883605957,0.0,0.0
20,41.0,49.3772087097168,0.0,0.0
21,43.0,49.54140853881836,0.0,0.0
22,45.0,49.70733642578125,0.0,0.0
23,47.0,49.93132781982422,0.0,0.0
24,49.0,50.21585464477539,0.0,0.0
25,51.0,50.44721984863281,0.0,0.0
26,53.0,50.62297439575195,0.0,0.0
27,55.0,50.80070877075195,0.0,0.0
28,57.0,51.04082107543945,0.0,0.0
29,59.0,51.223304748535156,0.0,0.0
30,61.0,51.40790939331055,0.0,0.0
31,63.0,51.53217697143555,0.0,0.0
32,65.0,52.16842269897461,0.0,0.0
33,67.0,51.974876403808594,0.0,0.0
34,69.0,52.10364532470703,0.0,0.0
35,71.0,52.16842269897461,0.0,0.0
36,73.0,52.36433029174805,0.0,0.0
37,75.0,52.696250915527344,0.0,0.0
38,77.0,52.696250915527344,0.0,0.0
39,79.0,53.0351676940918,0.0,0.0
40,81.0,53.10382080078125,0.0,0.0
41,83.0,53.38136672973633,0.0,0.0
42,85.0,53.521949768066406,0.0,0.0
43,87.0,53.73515701293945,0.0,0.0
44,89.0,53.95119094848633,0.0,0.0
45,91.0,54.09684371948242,0.0,0.0
46,93.0,54.31779861450195,0.0,0.0
47,95.0,54.392127990722656,0.0,0.0
48,97.0,54.692874908447266,0.0,0.0
49,99.0,54.922149658203125,0.0,0.0
50,101.0,55.076812744140625,0.0,0.0
51,103.0,55.23295211791992,0.0,0.0
52,105.0,55.390602111816406,0.0,0.0
53,107.0,55.62997817993164,0.0,0.0
54,109.0,55.79152297973633,0.0,0.0
55,111.0,55.95469665527344,0.0,0.0
56,113.0,56.20253372192383,0.0,0.0
57,115.0,56.538917541503906,0.0,0.0
58,117.0,56.538917541503906,0.0,0.0
59,119.0,56.538917541503906,0.0,0.0
60,121.0,57.32196807861328,0.0,0.0
61,123.0,57.144710540771484,0.0,0.0
62,125.0,57.32196807861328,0.0,0.0
63,127.0,57.41132736206055,0.0,0.0
64,129.0,57.591495513916016,0.0,0.0
65,131.0,57.86549758911133,0.0,0.0
66,133.0,58.05072021484375,0.0,0.0
67,135.0,58.2380485534668,0.0,0.0
68,137.0,58.61918258666992,0.0,0.0
69,139.0,58.61918258666992,0.0,0.0
70,141.0,58.61918258666992,0.0,0.0
71,143.0,59.1082763671875,0.0,0.0
72,145.0,59.009300231933594,0.0,0.0
73,147.0,59.30802536010742,0.0,0.0
74,149.0,59.4088020324707,0.0,0.0
75,151.0,59.61222457885742,0.0,0.0
76,153.0,59.818153381347656,0.0,0.0
77,155.0,59.922080993652344,0.0,0.0
78,157.0,60.13190841674805,0.0,0.0
79,159.0,60.34440994262695,0.0,0.0
80,161.0,60.451683044433594,0.0,0.0
81,163.0,60.66832733154297,0.0,0.0
82,165.0,60.7777099609375,0.0,0.0
83,167.0,61.11022186279297,0.0,0.0
84,169.0,61.33562469482422,0.0,0.0
85,171.0,61.564109802246094,0.0,0.0
86,173.0,61.679527282714844,0.0,0.0
87,175.0,61.795745849609375,0.0,0.0
88,177.0,62.03063201904297,0.0,0.0
89,179.0,62.26885223388672,0.0,0.0
90,181.0,62.38924026489258,0.0,0.0
91,183.0,62.632633209228516,0.0,0.0
92,185.0,62.75566482543945,0.0,0.0
93,187.0,63.00446319580078,0.0,0.0
94,189.0,62.879608154296875,0.0,0.0
95,191.0,63.25698471069336,0.0,0.0
96,193.0,63.38468551635742,0.0,0.0
97,195.0,63.51335906982422,0.0,0.0
98,197.0,63.905364990234375,0.0,0.0
99,199.0,63.905364990234375,0.0,0.0
100,201.0,64.30669403076172,0.0,0.0
101,203.0,64.30669403076172,0.0,0.0
102,205.0,64.57963562011719,0.0,0.0
103,207.0,64.85704803466797,0.0,0.0
104,209.0,64.99748229980469,0.0,0.0
105,211.0,64.99748229980469,0.0,0.0
106,213.0,65.2818832397461,0.0,0.0
107,215.0,65.4259033203125,0.0,0.0
108,217.0,65.5711441040039,0.0,0.0
109,219.0,65.86540985107422,0.0,0.0
110,221.0,65.86540985107422,0.0,0.0
111,223.0,66.16487121582031,0.0,0.0
112,225.0,66.4697036743164,0.0,0.0
113,227.0,66.78009033203125,0.0,0.0
114,229.0,66.78009033203125,0.0,0.0
115,231.0,66.93743133544922,0.0,0.0
116,233.0,67.09624481201172,0.0,0.0
117,235.0,67.25654602050781,0.0,0.0
118,237.0,67.41836547851562,0.0,0.0
119,239.0,67.58174133300781,0.0,0.0
120,241.0,67.91326904296875,0.0,0.0
121,243.0,67.91326904296875,0.0,0.0
122,245.0,68.08146667480469,0.0,0.0
123,247.0,68.25135040283203,0.0,0.0
124,249.0,68.59625244140625,0.0,0.0
125,251.0,68.77134704589844,0.0,0.0
126,253.0,68.94824981689453,0.0,0.0
127,255.0,69.12700653076172,0.0,0.0
128,257.0,69.12700653076172,0.0,0.0
129,259.0,69.49020385742188,0.0,0.0
130,261.0,69.86125946044922,0.0,0.0
131,263.0,69.67472839355469,0.0,0.0
132,265.0,69.86125946044922,0.0,0.0
133,267.0,70.04985046386719,0.0,0.0
134,269.0,70.24053192138672,0.0,0.0
135,271.0,70.43335723876953,0.0,0.0
