,time,kappa,x,y
130,261.0,0.546,0.0048445025,105.16521
131,263.0,0.541,0.0048883045,111.059364
132,265.0,0.541,0.0048883045,111.059364
133,267.0,0.545,0.0048532626,106.19785
134,269.0,0.542,0.004879544,109.7138
135,271.0,0.548,0.004826982,103.26424
136,273.0,0.548,0.004826982,103.26424
137,275.0,0.555,0.0047656586,97.86616
138,277.0,0.544,0.004862023,107.29433
139,279.0,0.542,0.004879544,109.7138
140,281.0,0.532,0.004967148,132.88719
141,283.0,0.529,0.0049934294,161.61853
142,285.0,0.536,0.0049321065,119.935356
143,287.0,0.539,0.0049058255,114.1007
144,289.0,0.538,0.004914586,115.84147
145,291.0,0.538,0.004914586,115.84147
146,293.0,0.53,0.0049846694,146.49171
147,295.0,0.525,0.0050284714,
148,297.0,0.527,0.00501095,
149,299.0,0.527,0.00501095,
150,301.0,0.527,0.00501095,
151,303.0,0.53,0.0049846694,146.49171
152,305.0,0.524,0.0050372314,
153,307.0,0.521,0.0050635124,
154,309.0,0.527,0.00501095,
155,311.0,0.527,0.00501095,
156,313.0,0.517,0.0050985543,
157,315.0,0.517,0.0050985543,
158,317.0,0.514,0.0051248358,
159,319.0,0.518,0.005089794,
160,321.0,0.521,0.0050635124,
161,323.0,0.524,0.0050372314,
162,325.0,0.523,0.005045992,
163,327.0,0.519,0.005081034,
164,329.0,0.516,0.005107315,
165,331.0,0.525,0.0050284714,
166,333.0,0.527,0.00501095,
167,335.0,0.533,0.004958388,128.66896
168,337.0,0.54,0.0048970645,112.515045
169,339.0,0.532,0.004967148,132.88719
170,341.0,0.536,0.0049321065,119.935356
171,343.0,0.532,0.004967148,132.88719
172,345.0,0.527,0.00501095,
173,347.0,0.533,0.004958388,128.66896
174,349.0,0.531,0.0049759084,138.42287
175,351.0,0.524,0.0050372314,
176,353.0,0.533,0.004958388,128.66896
177,355.0,0.535,0.0049408665,122.399414
178,357.0,0.533,0.004958388,128.66896
179,359.0,0.533,0.004958388,128.66896
180,361.0,0.538,0.004914586,115.84147
181,363.0,0.534,0.0049496274,125.26003
182,365.0,0.534,0.0049496274,125.26003
183,367.0,0.533,0.004958388,128.66896
184,369.0,0.532,0.004967148,132.88719
185,371.0,0.531,0.0049759084,138.42287
186,373.0,0.53,0.0049846694,146.49171
187,375.0,0.526,0.0050197104,
188,377.0,0.52,0.0050722733,
189,379.0,0.527,0.00501095,
190,381.0,0.523,0.005045992,
191,383.0,0.527,0.00501095,
192,385.0,0.527,0.00501095,
193,387.0,0.523,0.005045992,
194,389.0,0.521,0.0050635124,
195,391.0,0.518,0.005089794,
196,393.0,0.518,0.005089794,
197,395.0,0.516,0.005107315,
198,397.0,0.52,0.0050722733,
199,399.0,0.527,0.00501095,
200,401.0,0.528,0.00500219,
201,403.0,0.529,0.0049934294,161.61853
202,405.0,0.525,0.0050284714,
203,407.0,0.518,0.005089794,
204,409.0,0.521,0.0050635124,
205,411.0,0.528,0.00500219,
206,413.0,0.519,0.005081034,
207,415.0,0.524,0.0050372314,
208,417.0,0.531,0.0049759084,138.42287
209,419.0,0.535,0.0049408665,122.399414
210,421.0,0.532,0.004967148,132.88719
211,423.0,0.53,0.0049846694,146.49171
212,425.0,0.526,0.0050197104,
213,427.0,0.522,0.0050547523,
214,429.0,0.531,0.0049759084,138.42287
215,431.0,0.533,0.004958388,128.66896
216,433.0,0.536,0.0049321065,119.935356
217,435.0,0.541,0.0048883045,111.059364
218,437.0,0.537,0.004923346,117.77097
219,439.0,0.538,0.004914586,115.84147
220,441.0,0.538,0.004914586,115.84147
221,443.0,0.54,0.0048970645,112.515045
222,445.0,0.546,0.0048445025,105.16521
223,447.0,0.542,0.004879544,109.7138
224,449.0,0.535,0.0049408665,122.399414
225,451.0,0.538,0.004914586,115.84147
226,453.0,0.537,0.004923346,117.77097
227,455.0,0.526,0.0050197104,
228,457.0,0.526,0.0050197104,
229,459.0,0.532,0.004967148,132.88719
230,461.0,0.526,0.0050197104,
231,463.0,0.523,0.005045992,
232,465.0,0.523,0.005045992,
233,467.0,0.522,0.0050547523,
234,469.0,0.521,0.0050635124,
235,471.0,0.521,0.0050635124,
236,473.0,0.522,0.0050547523,
237,475.0,0.527,0.00501095,
238,477.0,0.524,0.0050372314,
239,479.0,0.512,0.0051423563,
240,481.0,0.521,0.0050635124,
241,483.0,0.517,0.0050985543,
242,485.0,0.52,0.0050722733,
243,487.0,0.516,0.005107315,
244,489.0,0.52,0.0050722733,
245,491.0,0.515,0.0051160753,
246,493.0,0.513,0.005133596,
247,495.0,0.516,0.005107315,
248,497.0,0.515,0.0051160753,
249,499.0,0.516,0.005107315,
250,501.0,0.517,0.0050985543,
251,503.0,0.509,0.0051686377,
252,505.0,0.518,0.005089794,
253,507.0,0.527,0.00501095,
254,509.0,0.526,0.0050197104,
255,511.0,0.524,0.0050372314,
256,513.0,0.515,0.0051160753,
257,515.0,0.523,0.005045992,
258,517.0,0.527,0.00501095,
259,519.0,0.525,0.0050284714,
260,521.0,0.526,0.0050197104,
261,523.0,0.529,0.0049934294,161.61853
262,525.0,0.523,0.005045992,
263,527.0,0.524,0.0050372314,
264,529.0,0.524,0.0050372314,
265,531.0,0.522,0.0050547523,
266,533.0,0.52,0.0050722733,
267,535.0,0.517,0.0050985543,
268,537.0,0.518,0.005089794,
269,539.0,0.524,0.0050372314,
270,541.0,0.528,0.00500219,
271,543.0,0.525,0.0050284714,
272,545.0,0.527,0.00501095,
273,547.0,0.526,0.0050197104,
274,549.0,0.518,0.005089794,
275,551.0,0.531,0.0049759084,138.42287
276,553.0,0.534,0.0049496274,125.26003
277,555.0,0.527,0.00501095,
278,557.0,0.534,0.0049496274,125.26003
279,559.0,0.533,0.004958388,128.66896
280,561.0,0.533,0.004958388,128.66896
281,563.0,0.528,0.00500219,
282,565.0,0.525,0.0050284714,
283,567.0,0.533,0.004958388,128.66896
284,569.0,0.54,0.0048970645,112.515045
285,571.0,0.532,0.004967148,132.88719
286,573.0,0.524,0.0050372314,
287,575.0,0.528,0.00500219,
288,577.0,0.526,0.0050197104,
289,579.0,0.535,0.0049408665,122.399414
290,581.0,0.53,0.0049846694,146.49171
291,583.0,0.529,0.0049934294,161.61853
292,585.0,0.535,0.0049408665,122.399414
293,587.0,0.525,0.0050284714,
294,589.0,0.528,0.00500219,
295,591.0,0.535,0.0049408665,122.399414
296,593.0,0.529,0.0049934294,161.61853
297,595.0,0.532,0.004967148,132.88719
298,597.0,0.528,0.00500219,
299,599.0,0.53,0.0049846694,146.49171
300,601.0,0.532,0.004967148,132.88719
301,603.0,0.525,0.0050284714,
302,605.0,0.529,0.0049934294,161.61853
303,607.0,0.527,0.00501095,
304,609.0,0.524,0.0050372314,
305,611.0,0.529,0.0049934294,161.61853
306,613.0,0.523,0.005045992,
307,615.0,0.527,0.00501095,
308,617.0,0.526,0.0050197104,
309,619.0,0.529,0.0049934294,161.61853
310,621.0,0.523,0.005045992,
311,623.0,0.532,0.004967148,132.88719
312,625.0,0.53,0.0049846694,146.49171
313,627.0,0.529,0.0049934294,161.61853
314,629.0,0.532,0.004967148,132.88719
315,631.0,0.535,0.0049408665,122.399414
316,633.0,0.531,0.0049759084,138.42287
317,635.0,0.531,0.0049759084,138.42287
318,637.0,0.525,0.0050284714,
319,639.0,0.526,0.0050197104,
320,641.0,0.527,0.00501095,
