1,0	0,756
3,0	0,755
5,0	0,748
7,0	0,742
9,0	0,736
11,0	0,725
13,0	0,717
15,0	0,712
17,0	0,706
19,0	0,703
21,0	0,702
23,0	0,697
25,0	0,69
27,0	0,69
29,0	0,683
31,0	0,676
33,0	0,672
35,0	0,667
37,0	0,663
39,0	0,66
41,0	0,655
43,0	0,652
45,0	0,649
47,0	0,645
49,0	0,64
51,0	0,636
53,0	0,633
55,0	0,63
57,0	0,626
59,0	0,623
61,0	0,62
63,0	0,618
65,0	0,608
67,0	0,611
69,0	0,609
71,0	0,608
73,0	0,605
75,0	0,6
77,0	0,6
79,0	0,595
81,0	0,594
83,0	0,59
85,0	0,588
87,0	0,585
89,0	0,582
91,0	0,58
93,0	0,577
95,0	0,576
97,0	0,572
99,0	0,569
101,0	0,567
103,0	0,565
105,0	0,563
107,0	0,56
109,0	0,558
111,0	0,556
113,0	0,553
115,0	0,549
117,0	0,549
119,0	0,549
121,0	0,54
123,0	0,542
125,0	0,54
127,0	0,539
129,0	0,537
131,0	0,534
133,0	0,532
135,0	0,53
137,0	0,526
139,0	0,526
141,0	0,526
143,0	0,521
145,0	0,522
147,0	0,519
149,0	0,518
151,0	0,516
153,0	0,514
155,0	0,513
157,0	0,511
159,0	0,509
161,0	0,508
163,0	0,506
165,0	0,505
167,0	0,502
169,0	0,5
171,0	0,498
173,0	0,497
175,0	0,496
177,0	0,494
179,0	0,492
181,0	0,491
183,0	0,489
185,0	0,488
187,0	0,486
189,0	0,487
191,0	0,484
193,0	0,483
195,0	0,482
197,0	0,479
199,0	0,479
201,0	0,476
203,0	0,476
205,0	0,474
207,0	0,472
209,0	0,471
211,0	0,471
213,0	0,469
215,0	0,468
217,0	0,467
219,0	0,465
221,0	0,465
223,0	0,463
225,0	0,461
227,0	0,459
229,0	0,459
231,0	0,458
233,0	0,457
235,0	0,456
237,0	0,455
239,0	0,454
241,0	0,452
243,0	0,452
245,0	0,451
247,0	0,45
249,0	0,448
251,0	0,447
253,0	0,446
255,0	0,445
257,0	0,445
259,0	0,443
261,0	0,441
263,0	0,442
265,0	0,441
267,0	0,44
269,0	0,439
271,0	0,438
273,0	0,437
275,0	0,436
277,0	0,435
279,0	0,434
281,0	0,433
283,0	0,433
285,0	0,43
287,0	0,43
289,0	0,429
291,0	0,429
293,0	0,427
295,0	0,427
297,0	0,426
299,0	0,425
301,0	0,426
303,0	0,425
305,0	0,423
307,0	0,422
309,0	0,421
311,0	0,419
313,0	0,42
315,0	0,42
317,0	0,42
319,0	0,418
321,0	0,418
323,0	0,416
325,0	0,415
327,0	0,415
329,0	0,415
331,0	0,413
333,0	0,413
335,0	0,413
337,0	0,413
339,0	0,412
341,0	0,412
343,0	0,411
345,0	0,411
347,0	0,41
349,0	0,409
351,0	0,409
353,0	0,408
355,0	0,408
357,0	0,406
359,0	0,406
361,0	0,405
363,0	0,405
365,0	0,405
367,0	0,404
369,0	0,404
371,0	0,403
373,0	0,403
375,0	0,402
377,0	0,402
379,0	0,401
381,0	0,4
383,0	0,4
385,0	0,4
387,0	0,4
389,0	0,397
391,0	0,397
393,0	0,397
395,0	0,397
397,0	0,396
399,0	0,395
401,0	0,396
403,0	0,395
405,0	0,395
407,0	0,394
409,0	0,394
411,0	0,393
413,0	0,392
415,0	0,392
417,0	0,392
419,0	0,391
421,0	0,391
423,0	0,39
425,0	0,391
427,0	0,39
429,0	0,39
431,0	0,389
433,0	0,389
435,0	0,389
437,0	0,387
439,0	0,388
441,0	0,386
443,0	0,387
445,0	0,387
447,0	0,387
449,0	0,386
451,0	0,384
453,0	0,386
455,0	0,385
457,0	0,385
459,0	0,384
461,0	0,385
463,0	0,383
465,0	0,383
467,0	0,382
469,0	0,384
471,0	0,382
473,0	0,382
475,0	0,381
477,0	0,381
479,0	0,381
481,0	0,38
483,0	0,381
485,0	0,38
487,0	0,379
489,0	0,379
491,0	0,379
493,0	0,378
495,0	0,378
497,0	0,378
499,0	0,377
501,0	0,377
503,0	0,377
505,0	0,376
507,0	0,376
509,0	0,378
511,0	0,375
513,0	0,375
515,0	0,375
517,0	0,374
519,0	0,374
521,0	0,375
523,0	0,374
525,0	0,374
527,0	0,373
529,0	0,372
531,0	0,372
533,0	0,373
535,0	0,372
537,0	0,371
539,0	0,373
541,0	0,37
543,0	0,371
545,0	0,37
547,0	0,37
549,0	0,37
551,0	0,369
553,0	0,37
555,0	0,371
557,0	0,37
559,0	0,369
561,0	0,368
563,0	0,369
565,0	0,368
567,0	0,369
569,0	0,37
571,0	0,369
573,0	0,369
575,0	0,367
577,0	0,368
579,0	0,368
581,0	0,368
583,0	0,368
585,0	0,368
587,0	0,367
589,0	0,367
591,0	0,367
593,0	0,366
595,0	0,364
597,0	0,366
599,0	0,366
601,0	0,366
603,0	0,366
605,0	0,364
607,0	0,366
609,0	0,367
611,0	0,364
613,0	0,361
615,0	0,365
617,0	0,364
619,0	0,363
621,0	0,363
623,0	0,364
625,0	0,362
627,0	0,363
629,0	0,362
631,0	0,363
633,0	0,362
635,0	0,364
637,0	0,361
639,0	0,362
641,0	0,361
643,0	0,361
645,0	0,361
647,0	0,362
649,0	0,362
651,0	0,359
653,0	0,358
655,0	0,359
657,0	0,361
659,0	0,36
661,0	0,361
663,0	0,359
665,0	0,36
667,0	0,361
669,0	0,36
671,0	0,352
673,0	0,36
675,0	0,359
677,0	0,36
679,0	0,358
681,0	0,358
683,0	0,359
685,0	0,359
687,0	0,358
689,0	0,361
691,0	0,357
693,0	0,358
695,0	0,358
697,0	0,359
699,0	0,358
701,0	0,358
703,0	0,359
705,0	0,36
707,0	0,359
709,0	0,357
711,0	0,358
713,0	0,357
715,0	0,356
717,0	0,354
719,0	0,355
721,0	0,358
723,0	0,358
725,0	0,357
727,0	0,355
729,0	0,356
731,0	0,356
733,0	0,356
735,0	0,352
737,0	0,355
739,0	0,354
741,0	0,355
743,0	0,355
745,0	0,355
747,0	0,356
749,0	0,352
751,0	0,356
753,0	0,355
755,0	0,355
757,0	0,355
759,0	0,353
761,0	0,351
763,0	0,358
765,0	0,355
767,0	0,355
769,0	0,353
771,0	0,354
773,0	0,348
775,0	0,351
777,0	0,353
779,0	0,352
781,0	0,353
783,0	0,352
785,0	0,353
787,0	0,353
789,0	0,351
791,0	0,352
793,0	0,352
795,0	0,352
797,0	0,353
799,0	0,352
801,0	0,352
803,0	0,352
805,0	0,351
807,0	0,35
809,0	0,351
811,0	0,352
813,0	0,351
815,0	0,352
817,0	0,351
819,0	0,352
821,0	0,35
823,0	0,351
825,0	0,351
827,0	0,352
829,0	0,351
831,0	0,351
833,0	0,351
835,0	0,352
837,0	0,351
839,0	0,35
841,0	0,35
843,0	0,352
845,0	0,351
847,0	0,35
849,0	0,35
851,0	0,35
853,0	0,35
855,0	0,355
857,0	0,35
859,0	0,351
861,0	0,353
863,0	0,349
865,0	0,349
867,0	0,35
869,0	0,35
871,0	0,349
873,0	0,349
875,0	0,349
877,0	0,348
879,0	0,348
881,0	0,349
883,0	0,349
885,0	0,349
887,0	0,348
889,0	0,349
891,0	0,347
893,0	0,347
895,0	0,348
897,0	0,349
899,0	0,349
901,0	0,349
903,0	0,349
905,0	0,349
907,0	0,348
909,0	0,348
911,0	0,349
913,0	0,349
915,0	0,348
917,0	0,349
919,0	0,348
921,0	0,347
923,0	0,349
925,0	0,348
927,0	0,347
929,0	0,347
931,0	0,347
933,0	0,347
935,0	0,348
937,0	0,347
