,zero,one,two
0,0.999626703831808,0.9998223601568743,0.9998653721675829
1,0.9984380914766015,0.9998142739524425,0.9997897724768027
2,0.9882813855444624,0.9860071280793407,0.9811778330767834
3,0.9994770011990225,0.9996663268224976,0.9996578010717053
